id,sepal_length,sepal_width,petal_length,petal_width,species
74,6.058708256556915,2.7425997833794282,4.733295738764836,1.907847105021414,versicolor
75,6.396336863776224,2.926165556292912,4.310336079031999,2.038432108427894,versicolor
76,6.59145625820103,3.0570042500005563,4.452042773871685,2.1989462450812614,versicolor
77,6.8408152853802315,2.78260718340837,4.846875331907956,2.1269020171240633,versicolor
78,6.66016864853404,2.9701783964753132,5.025594427334352,2.4596075506750625,versicolor
79,6.006653338719171,2.9186073944314135,4.465764740357955,2.206828342179823,versicolor
80,5.684691170901671,2.5846586309281854,3.4834633276458056,1.6351402094959167,versicolor
81,5.464895833752243,2.4011034392102006,3.7940858711525114,1.696333107237558,versicolor
82,5.496920220145106,2.3831572264736582,3.7310257050857434,1.61647311000891,versicolor
83,5.764719339176511,2.684393693884904,3.865345714030904,1.8479955661584955,versicolor
84,5.991926868384501,2.7402582792573384,5.082570710402796,2.273445043416199,versicolor
85,5.371304924742385,2.9931723615773276,4.507825036570797,2.2535097814415295,versicolor
86,6.006792821671456,3.410685073270437,4.488215253036344,2.444814770341839,versicolor
87,6.698151474355539,3.089218500480851,4.673299995364102,2.254504622029614,versicolor
88,6.284297867617343,2.292616255780199,4.410145616462228,1.8799178082532013,versicolor
89,5.635119490595136,3.0056644867643927,4.098130265848397,2.0501696322566962,versicolor
90,5.521375582721301,2.5303406522014296,4.022757606457562,1.947756900688732,versicolor
91,5.456583583292042,2.549145122881968,4.362201072487732,1.8120869957123131,versicolor
92,6.066292777253986,2.9799882335037404,4.603526279791934,2.1473479115705585,versicolor
93,5.766635775079357,2.6087697390700817,4.035922312554156,1.8761406431369578,versicolor
94,4.957024950660502,2.2923054500840134,3.2719593951106036,1.5543826259280726,versicolor
95,5.618681415893689,2.691668549895943,4.159234129291216,1.945739890334796,versicolor
96,5.706366058900692,3.0083947285572257,4.17311309771266,1.9341740806144128,versicolor
97,5.673765574356538,2.905674964988348,4.234792045043536,2.049613437942778,versicolor
98,6.213229293755142,2.8952975509332637,4.322191964810978,2.0386190309406347,versicolor
99,5.11297907604714,2.5226333020238476,3.0349562269109582,1.7539624767799342,versicolor
100,5.699460768546662,2.785459586096123,4.048870552762686,1.9622785983658217,versicolor
101,6.230627664307158,,6.001907548916866,3.3218723995908728,virginica
102,5.75193861100018,2.72954945619278,5.079536500677679,2.5687450311666478,virginica
103,7.058450998249834,2.991878769539547,5.864785278392067,2.8244932113129315,virginica
104,6.2919318119627174,2.9146027829321057,5.570988277598866,2.5093095474656044,virginica
105,6.5166999685461295,3.011189250251938,5.763468409530688,2.9284429189167764,virginica
106,7.604958097119793,3.0117736526614394,6.602771732294357,2.854791234694932,virginica
107,4.870525112308499,2.5136937021245487,4.475687301754162,2.3122149600339124,virginica
108,7.327428081449919,2.8931531189137223,6.293174025563012,2.518737630103772,virginica
109,6.669196315245146,2.47011249544735,5.7804718672467255,2.404509368692988,virginica
110,7.183425606835338,3.5699197670527076,6.098037402760682,3.3911715436036323,virginica
111,6.492453708166336,3.2149892473265504,5.087624467248074,2.795496956663687,virginica
112,6.433652539806873,2.673317898037159,5.288126747217312,2.5604139726541644,virginica
113,6.822067755017057,3.0047222155096893,5.439608767288277,2.8109197320696073,virginica
114,5.675577262401968,2.51392102715551,4.991170056815929,2.6225936279994966,virginica
115,5.7944522871200475,2.821047893437691,5.046351271398528,3.069496154291775,virginica
116,6.395531673468244,3.2042170160026364,5.294219096725581,3.0972003184843806,virginica
117,6.527336076711158,3.02075011315627,5.513189163827784,2.563980304174257,virginica
118,7.628207113355882,3.813406403154939,6.695647915811047,3.150450211329433,virginica
119,7.713559110072422,2.6010724525132694,6.892382065346337,2.9451894900258746,virginica
120,6.095848605412711,2.243889356895673,5.036230007166087,2.0851256773346427,virginica
121,6.882319521889167,3.233543280270682,5.687812685067795,3.1002609434462,virginica
122,5.625167269176698,2.7423757889787934,4.879523137773946,2.6719427057606624,virginica
123,7.6767887734641125,2.788134174325383,6.701989045412623,2.6983595738564277,virginica
124,6.2864927044004695,2.69274274340853,4.938285734189424,2.498709508645082,virginica
125,6.68788666308932,3.2855862830231404,5.68137676088102,2.9089810780097984,virginica
126,7.2253979126846914,3.1927578533708196,5.978248936838908,2.583688754568643,virginica
127,6.222869881377001,2.7461956386327517,4.791833075164945,2.4811042931014846,virginica
128,6.078543571179191,3.0168608408379627,4.913202162304216,2.563016651745635,virginica
129,6.39464235722282,2.8231541990367433,5.592894114068232,2.80105129247134,virginica
130,7.212936297307578,2.965304717456865,5.790510507868751,2.334999851276717,virginica
131,7.387764646184172,2.7603061821518424,6.132602680993339,2.611811666200187,virginica
132,7.9038096063482675,3.8466152035289123,6.419888784010701,2.9749129902226956,virginica
133,6.41682895604811,2.779046673461803,5.595307852831677,2.891633570253236,virginica
134,6.26387108659468,2.8029441264028856,5.074840048680787,2.1839627307212464,virginica
135,6.06774265222463,2.615378258954041,5.55689522025144,2.025108044906137,virginica
136,7.692460935475307,2.9962067055422854,6.148598267647525,3.081450521483921,virginica
137,6.310746578358857,3.357891938872052,5.5997859103884,3.23933025831028,virginica
138,6.335932014690949,3.088319073942017,5.530406654412338,2.5923508714270627,virginica
139,5.947069707501758,2.9726146328281575,4.8382741700365015,2.568669771564707,virginica
140,6.899632275149163,3.106782842675944,5.3560563467545235,2.847399941838668,virginica
141,6.652460968842957,3.072314527050029,5.562121045065176,3.142825995139291,virginica
142,6.927928716964932,3.0865543973494742,5.056920409103916,3.0429188720733125,virginica
143,5.824202091345811,2.6810512418731722,5.1439097525019575,2.5995359788029315,virginica
144,6.8157245981049925,3.214199609560107,5.927319825881356,3.121763119644264,virginica
145,6.706947646039418,3.2571359439755807,5.698912050595511,3.3135586863909023,virginica
146,6.664208392175142,2.994751284531668,5.219753951043608,3.0618571218286554,virginica
147,6.3198891954716085,2.4533809253033856,5.035003817849104,2.5366811098919153,virginica
148,6.4882785917331365,2.989226623934399,5.203231863242185,2.74946123147839,virginica
149,6.2287770123525545,3.3715699754442983,5.41627444973323,3.1537421270165606,virginica
150,5.879011131803416,3.0486958990395356,5.059240939006183,2.5350012674306726,virginica
